user_ID,stimuli_ID,stimuli_file,rating_type,rating,timestamp
1,-1,,user_registered,-1,2023-02-13 15:29:08 663630
2,-1,,user_registered,-1,2023-02-13 15:29:37 032271
1,116,./stimuli/own/p25.png,range_image_appeal,3,2023-02-13 15:30:07 575841
1,116,./stimuli/own/p25.png,range_image_quality,3,2023-02-13 15:30:07 575841
1,116,./stimuli/own/p25.png,ww,2560,2023-02-13 15:30:07 575841
1,116,./stimuli/own/p25.png,wh,1297,2023-02-13 15:30:07 575841
1,116,./stimuli/own/p25.png,wz,1.5,2023-02-13 15:30:07 575841
1,116,./stimuli/own/p25.png,start_timestamp,"Mon, 13 Feb 2023 15:29:51 GMT",2023-02-13 15:30:07 575841
1,116,./stimuli/own/p25.png,quality_meta,-1,2023-02-13 15:30:07 575841
1,116,./stimuli/own/p25.png,pi,1,2023-02-13 15:30:07 575841
1,85,./stimuli/midjourney/p05.png,range_image_appeal,2,2023-02-13 15:30:18 311419
1,85,./stimuli/midjourney/p05.png,range_image_quality,4,2023-02-13 15:30:18 311419
1,85,./stimuli/midjourney/p05.png,ww,2560,2023-02-13 15:30:18 311419
1,85,./stimuli/midjourney/p05.png,wh,1297,2023-02-13 15:30:18 311419
1,85,./stimuli/midjourney/p05.png,wz,1.5,2023-02-13 15:30:18 311419
1,85,./stimuli/midjourney/p05.png,start_timestamp,"Mon, 13 Feb 2023 15:30:07 GMT",2023-02-13 15:30:18 311419
1,85,./stimuli/midjourney/p05.png,quality_meta,-1,2023-02-13 15:30:18 311419
1,85,./stimuli/midjourney/p05.png,pi,1,2023-02-13 15:30:18 311419
1,52,./stimuli/dall-e/p26.png,range_image_appeal,1,2023-02-13 15:30:25 821821
1,52,./stimuli/dall-e/p26.png,range_image_quality,3,2023-02-13 15:30:25 821821
1,52,./stimuli/dall-e/p26.png,ww,2560,2023-02-13 15:30:25 821821
1,52,./stimuli/dall-e/p26.png,wh,1297,2023-02-13 15:30:25 821821
1,52,./stimuli/dall-e/p26.png,wz,1.5,2023-02-13 15:30:25 821821
1,52,./stimuli/dall-e/p26.png,start_timestamp,"Mon, 13 Feb 2023 15:30:18 GMT",2023-02-13 15:30:25 821821
1,52,./stimuli/dall-e/p26.png,quality_meta,-1,2023-02-13 15:30:25 821821
1,52,./stimuli/dall-e/p26.png,pi,1,2023-02-13 15:30:25 821821
1,81,./stimuli/midjourney/p01.png,range_image_appeal,4,2023-02-13 15:30:35 101121
1,81,./stimuli/midjourney/p01.png,range_image_quality,4,2023-02-13 15:30:35 101121
1,81,./stimuli/midjourney/p01.png,ww,2560,2023-02-13 15:30:35 101121
1,81,./stimuli/midjourney/p01.png,wh,1297,2023-02-13 15:30:35 101121
1,81,./stimuli/midjourney/p01.png,wz,1.5,2023-02-13 15:30:35 101121
1,81,./stimuli/midjourney/p01.png,start_timestamp,"Mon, 13 Feb 2023 15:30:26 GMT",2023-02-13 15:30:35 101121
1,81,./stimuli/midjourney/p01.png,quality_meta,-1,2023-02-13 15:30:35 101121
1,81,./stimuli/midjourney/p01.png,pi,1,2023-02-13 15:30:35 101121
1,42,./stimuli/dall-e/p16.png,range_image_appeal,4,2023-02-13 15:30:44 064676
1,42,./stimuli/dall-e/p16.png,range_image_quality,5,2023-02-13 15:30:44 064676
1,42,./stimuli/dall-e/p16.png,ww,2560,2023-02-13 15:30:44 064676
1,42,./stimuli/dall-e/p16.png,wh,1297,2023-02-13 15:30:44 064676
1,42,./stimuli/dall-e/p16.png,wz,1.5,2023-02-13 15:30:44 064676
1,42,./stimuli/dall-e/p16.png,start_timestamp,"Mon, 13 Feb 2023 15:30:35 GMT",2023-02-13 15:30:44 064676
1,42,./stimuli/dall-e/p16.png,quality_meta,-1,2023-02-13 15:30:44 064676
1,42,./stimuli/dall-e/p16.png,pi,1,2023-02-13 15:30:44 064676
1,36,./stimuli/dall-e/p10.png,range_image_appeal,1,2023-02-13 15:30:53 593604
1,36,./stimuli/dall-e/p10.png,range_image_quality,3,2023-02-13 15:30:53 593604
1,36,./stimuli/dall-e/p10.png,ww,2560,2023-02-13 15:30:53 593604
1,36,./stimuli/dall-e/p10.png,wh,1297,2023-02-13 15:30:53 593604
1,36,./stimuli/dall-e/p10.png,wz,1.5,2023-02-13 15:30:53 593604
1,36,./stimuli/dall-e/p10.png,start_timestamp,"Mon, 13 Feb 2023 15:30:44 GMT",2023-02-13 15:30:53 593604
1,36,./stimuli/dall-e/p10.png,quality_meta,-1,2023-02-13 15:30:53 593604
1,36,./stimuli/dall-e/p10.png,pi,1,2023-02-13 15:30:53 593604
1,140,./stimuli/stable_diffusion/p22.png,range_image_appeal,1,2023-02-13 15:31:03 431166
1,140,./stimuli/stable_diffusion/p22.png,range_image_quality,3,2023-02-13 15:31:03 431166
1,140,./stimuli/stable_diffusion/p22.png,ww,2560,2023-02-13 15:31:03 431166
1,140,./stimuli/stable_diffusion/p22.png,wh,1297,2023-02-13 15:31:03 431166
1,140,./stimuli/stable_diffusion/p22.png,wz,1.5,2023-02-13 15:31:03 431166
1,140,./stimuli/stable_diffusion/p22.png,start_timestamp,"Mon, 13 Feb 2023 15:30:53 GMT",2023-02-13 15:31:03 431166
1,140,./stimuli/stable_diffusion/p22.png,quality_meta,-1,2023-02-13 15:31:03 431166
1,140,./stimuli/stable_diffusion/p22.png,pi,1,2023-02-13 15:31:03 431166
1,145,./stimuli/stable_diffusion/p27.png,range_image_appeal,1,2023-02-13 15:31:12 240726
1,145,./stimuli/stable_diffusion/p27.png,range_image_quality,4,2023-02-13 15:31:12 240726
1,145,./stimuli/stable_diffusion/p27.png,ww,2560,2023-02-13 15:31:12 240726
1,145,./stimuli/stable_diffusion/p27.png,wh,1297,2023-02-13 15:31:12 240726
1,145,./stimuli/stable_diffusion/p27.png,wz,1.5,2023-02-13 15:31:12 240726
1,145,./stimuli/stable_diffusion/p27.png,start_timestamp,"Mon, 13 Feb 2023 15:31:03 GMT",2023-02-13 15:31:12 240726
1,145,./stimuli/stable_diffusion/p27.png,quality_meta,-1,2023-02-13 15:31:12 240726
1,145,./stimuli/stable_diffusion/p27.png,pi,1,2023-02-13 15:31:12 240726
1,144,./stimuli/stable_diffusion/p26.png,range_image_appeal,1,2023-02-13 15:31:39 628823
1,144,./stimuli/stable_diffusion/p26.png,range_image_quality,4,2023-02-13 15:31:39 628823
1,144,./stimuli/stable_diffusion/p26.png,ww,2560,2023-02-13 15:31:39 628823
1,144,./stimuli/stable_diffusion/p26.png,wh,1297,2023-02-13 15:31:39 628823
1,144,./stimuli/stable_diffusion/p26.png,wz,1.5,2023-02-13 15:31:39 628823
1,144,./stimuli/stable_diffusion/p26.png,start_timestamp,"Mon, 13 Feb 2023 15:31:12 GMT",2023-02-13 15:31:39 628823
1,144,./stimuli/stable_diffusion/p26.png,quality_meta,-1,2023-02-13 15:31:39 628823
1,144,./stimuli/stable_diffusion/p26.png,pi,1,2023-02-13 15:31:39 628823
1,15,./stimuli/craiyon/p16.png,range_image_appeal,5,2023-02-13 15:31:49 259337
1,15,./stimuli/craiyon/p16.png,range_image_quality,5,2023-02-13 15:31:49 259337
1,15,./stimuli/craiyon/p16.png,ww,2560,2023-02-13 15:31:49 259337
1,15,./stimuli/craiyon/p16.png,wh,1297,2023-02-13 15:31:49 259337
1,15,./stimuli/craiyon/p16.png,wz,1.5,2023-02-13 15:31:49 259337
1,15,./stimuli/craiyon/p16.png,start_timestamp,"Mon, 13 Feb 2023 15:31:39 GMT",2023-02-13 15:31:49 259337
1,15,./stimuli/craiyon/p16.png,quality_meta,-1,2023-02-13 15:31:49 259337
1,15,./stimuli/craiyon/p16.png,pi,1,2023-02-13 15:31:49 259337
1,115,./stimuli/own/p24.png,range_image_appeal,3,2023-02-13 15:32:01 799739
1,115,./stimuli/own/p24.png,range_image_quality,3,2023-02-13 15:32:01 799739
1,115,./stimuli/own/p24.png,ww,2560,2023-02-13 15:32:01 799739
1,115,./stimuli/own/p24.png,wh,1297,2023-02-13 15:32:01 799739
1,115,./stimuli/own/p24.png,wz,1.5,2023-02-13 15:32:01 799739
1,115,./stimuli/own/p24.png,start_timestamp,"Mon, 13 Feb 2023 15:31:49 GMT",2023-02-13 15:32:01 799739
1,115,./stimuli/own/p24.png,quality_meta,-1,2023-02-13 15:32:01 799739
1,115,./stimuli/own/p24.png,pi,1,2023-02-13 15:32:01 799739
1,61,./stimuli/glide/p08.png,range_image_appeal,1,2023-02-13 15:32:54 996002
1,61,./stimuli/glide/p08.png,range_image_quality,2,2023-02-13 15:32:54 996002
1,61,./stimuli/glide/p08.png,ww,2560,2023-02-13 15:32:54 996002
1,61,./stimuli/glide/p08.png,wh,1297,2023-02-13 15:32:54 996002
1,61,./stimuli/glide/p08.png,wz,1.5,2023-02-13 15:32:54 996002
1,61,./stimuli/glide/p08.png,start_timestamp,"Mon, 13 Feb 2023 15:32:02 GMT",2023-02-13 15:32:54 996002
1,61,./stimuli/glide/p08.png,quality_meta,-1,2023-02-13 15:32:54 996002
1,61,./stimuli/glide/p08.png,pi,1,2023-02-13 15:32:54 996002
1,70,./stimuli/glide/p17.png,range_image_appeal,1,2023-02-13 15:33:01 164646
1,70,./stimuli/glide/p17.png,range_image_quality,1,2023-02-13 15:33:01 164646
1,70,./stimuli/glide/p17.png,ww,2560,2023-02-13 15:33:01 164646
1,70,./stimuli/glide/p17.png,wh,1297,2023-02-13 15:33:01 164646
1,70,./stimuli/glide/p17.png,wz,1.5,2023-02-13 15:33:01 164646
1,70,./stimuli/glide/p17.png,start_timestamp,"Mon, 13 Feb 2023 15:32:55 GMT",2023-02-13 15:33:01 164646
1,70,./stimuli/glide/p17.png,quality_meta,-1,2023-02-13 15:33:01 164646
1,70,./stimuli/glide/p17.png,pi,1,2023-02-13 15:33:01 164646
1,135,./stimuli/stable_diffusion/p17.png,range_image_appeal,2,2023-02-13 15:33:09 799614
1,135,./stimuli/stable_diffusion/p17.png,range_image_quality,3,2023-02-13 15:33:09 799614
1,135,./stimuli/stable_diffusion/p17.png,ww,2560,2023-02-13 15:33:09 799614
1,135,./stimuli/stable_diffusion/p17.png,wh,1297,2023-02-13 15:33:09 799614
1,135,./stimuli/stable_diffusion/p17.png,wz,1.5,2023-02-13 15:33:09 799614
1,135,./stimuli/stable_diffusion/p17.png,start_timestamp,"Mon, 13 Feb 2023 15:33:01 GMT",2023-02-13 15:33:09 799614
1,135,./stimuli/stable_diffusion/p17.png,quality_meta,-1,2023-02-13 15:33:09 799614
1,135,./stimuli/stable_diffusion/p17.png,pi,1,2023-02-13 15:33:09 799614
1,7,./stimuli/craiyon/p08.png,range_image_appeal,1,2023-02-13 15:33:21 947211
1,7,./stimuli/craiyon/p08.png,range_image_quality,2,2023-02-13 15:33:21 947211
1,7,./stimuli/craiyon/p08.png,ww,2560,2023-02-13 15:33:21 947211
1,7,./stimuli/craiyon/p08.png,wh,1297,2023-02-13 15:33:21 947211
1,7,./stimuli/craiyon/p08.png,wz,1.5,2023-02-13 15:33:21 947211
1,7,./stimuli/craiyon/p08.png,start_timestamp,"Mon, 13 Feb 2023 15:33:10 GMT",2023-02-13 15:33:21 947211
1,7,./stimuli/craiyon/p08.png,quality_meta,-1,2023-02-13 15:33:21 947211
1,7,./stimuli/craiyon/p08.png,pi,1,2023-02-13 15:33:21 947211
1,17,./stimuli/craiyon/p18.png,range_image_appeal,1,2023-02-13 15:33:29 242491
1,17,./stimuli/craiyon/p18.png,range_image_quality,1,2023-02-13 15:33:29 242491
1,17,./stimuli/craiyon/p18.png,ww,2560,2023-02-13 15:33:29 242491
1,17,./stimuli/craiyon/p18.png,wh,1297,2023-02-13 15:33:29 242491
1,17,./stimuli/craiyon/p18.png,wz,1.5,2023-02-13 15:33:29 242491
1,17,./stimuli/craiyon/p18.png,start_timestamp,"Mon, 13 Feb 2023 15:33:22 GMT",2023-02-13 15:33:29 242491
1,17,./stimuli/craiyon/p18.png,quality_meta,-1,2023-02-13 15:33:29 242491
1,17,./stimuli/craiyon/p18.png,pi,1,2023-02-13 15:33:29 242491
1,35,./stimuli/dall-e/p09.png,range_image_appeal,1,2023-02-13 15:33:40 370567
1,35,./stimuli/dall-e/p09.png,range_image_quality,3,2023-02-13 15:33:40 370567
1,35,./stimuli/dall-e/p09.png,ww,2560,2023-02-13 15:33:40 370567
1,35,./stimuli/dall-e/p09.png,wh,1297,2023-02-13 15:33:40 370567
1,35,./stimuli/dall-e/p09.png,wz,1.5,2023-02-13 15:33:40 370567
1,35,./stimuli/dall-e/p09.png,start_timestamp,"Mon, 13 Feb 2023 15:33:29 GMT",2023-02-13 15:33:40 370567
1,35,./stimuli/dall-e/p09.png,quality_meta,-1,2023-02-13 15:33:40 370567
1,35,./stimuli/dall-e/p09.png,pi,1,2023-02-13 15:33:40 370567
1,73,./stimuli/glide/p20.png,range_image_appeal,1,2023-02-13 15:33:58 580637
1,73,./stimuli/glide/p20.png,range_image_quality,1,2023-02-13 15:33:58 580637
1,73,./stimuli/glide/p20.png,ww,2560,2023-02-13 15:33:58 580637
1,73,./stimuli/glide/p20.png,wh,1297,2023-02-13 15:33:58 580637
1,73,./stimuli/glide/p20.png,wz,1.5,2023-02-13 15:33:58 580637
1,73,./stimuli/glide/p20.png,start_timestamp,"Mon, 13 Feb 2023 15:33:40 GMT",2023-02-13 15:33:58 580637
1,73,./stimuli/glide/p20.png,quality_meta,-1,2023-02-13 15:33:58 580637
1,73,./stimuli/glide/p20.png,pi,1,2023-02-13 15:33:58 580637
1,6,./stimuli/craiyon/p07.png,range_image_appeal,1,2023-02-13 15:34:10 502820
1,6,./stimuli/craiyon/p07.png,range_image_quality,2,2023-02-13 15:34:10 502820
1,6,./stimuli/craiyon/p07.png,ww,2560,2023-02-13 15:34:10 502820
1,6,./stimuli/craiyon/p07.png,wh,1297,2023-02-13 15:34:10 502820
1,6,./stimuli/craiyon/p07.png,wz,1.5,2023-02-13 15:34:10 502820
1,6,./stimuli/craiyon/p07.png,start_timestamp,"Mon, 13 Feb 2023 15:33:58 GMT",2023-02-13 15:34:10 502820
1,6,./stimuli/craiyon/p07.png,quality_meta,-1,2023-02-13 15:34:10 502820
1,6,./stimuli/craiyon/p07.png,pi,1,2023-02-13 15:34:10 502820
1,105,./stimuli/midjourney/p25.png,range_image_appeal,1,2023-02-13 15:34:19 696626
1,105,./stimuli/midjourney/p25.png,range_image_quality,1,2023-02-13 15:34:19 696626
1,105,./stimuli/midjourney/p25.png,ww,2560,2023-02-13 15:34:19 696626
1,105,./stimuli/midjourney/p25.png,wh,1297,2023-02-13 15:34:19 696626
1,105,./stimuli/midjourney/p25.png,wz,1.5,2023-02-13 15:34:19 696626
1,105,./stimuli/midjourney/p25.png,start_timestamp,"Mon, 13 Feb 2023 15:34:10 GMT",2023-02-13 15:34:19 696626
1,105,./stimuli/midjourney/p25.png,quality_meta,-1,2023-02-13 15:34:19 696626
1,105,./stimuli/midjourney/p25.png,pi,1,2023-02-13 15:34:19 696626
1,5,./stimuli/craiyon/p06.png,range_image_appeal,1,2023-02-13 15:34:29 693978
1,5,./stimuli/craiyon/p06.png,range_image_quality,2,2023-02-13 15:34:29 693978
1,5,./stimuli/craiyon/p06.png,ww,2560,2023-02-13 15:34:29 693978
1,5,./stimuli/craiyon/p06.png,wh,1297,2023-02-13 15:34:29 693978
1,5,./stimuli/craiyon/p06.png,wz,1.5,2023-02-13 15:34:29 693978
1,5,./stimuli/craiyon/p06.png,start_timestamp,"Mon, 13 Feb 2023 15:34:19 GMT",2023-02-13 15:34:29 693978
1,5,./stimuli/craiyon/p06.png,quality_meta,-1,2023-02-13 15:34:29 693978
1,5,./stimuli/craiyon/p06.png,pi,1,2023-02-13 15:34:29 693978
1,1,./stimuli/craiyon/p02.png,range_image_appeal,1,2023-02-13 15:34:37 353594
1,1,./stimuli/craiyon/p02.png,range_image_quality,3,2023-02-13 15:34:37 353594
1,1,./stimuli/craiyon/p02.png,ww,2560,2023-02-13 15:34:37 353594
1,1,./stimuli/craiyon/p02.png,wh,1297,2023-02-13 15:34:37 353594
1,1,./stimuli/craiyon/p02.png,wz,1.5,2023-02-13 15:34:37 353594
1,1,./stimuli/craiyon/p02.png,start_timestamp,"Mon, 13 Feb 2023 15:34:29 GMT",2023-02-13 15:34:37 353594
1,1,./stimuli/craiyon/p02.png,quality_meta,-1,2023-02-13 15:34:37 353594
1,1,./stimuli/craiyon/p02.png,pi,1,2023-02-13 15:34:37 353594
1,101,./stimuli/midjourney/p21.png,range_image_appeal,1,2023-02-13 15:34:46 347224
1,101,./stimuli/midjourney/p21.png,range_image_quality,3,2023-02-13 15:34:46 347224
1,101,./stimuli/midjourney/p21.png,ww,2560,2023-02-13 15:34:46 347224
1,101,./stimuli/midjourney/p21.png,wh,1297,2023-02-13 15:34:46 347224
1,101,./stimuli/midjourney/p21.png,wz,1.5,2023-02-13 15:34:46 347224
1,101,./stimuli/midjourney/p21.png,start_timestamp,"Mon, 13 Feb 2023 15:34:37 GMT",2023-02-13 15:34:46 347224
1,101,./stimuli/midjourney/p21.png,quality_meta,-1,2023-02-13 15:34:46 347224
1,101,./stimuli/midjourney/p21.png,pi,1,2023-02-13 15:34:46 347224
1,4,./stimuli/craiyon/p05.png,range_image_appeal,1,2023-02-13 15:34:56 167872
1,4,./stimuli/craiyon/p05.png,range_image_quality,2,2023-02-13 15:34:56 167872
1,4,./stimuli/craiyon/p05.png,ww,2560,2023-02-13 15:34:56 167872
1,4,./stimuli/craiyon/p05.png,wh,1297,2023-02-13 15:34:56 167872
1,4,./stimuli/craiyon/p05.png,wz,1.5,2023-02-13 15:34:56 167872
1,4,./stimuli/craiyon/p05.png,start_timestamp,"Mon, 13 Feb 2023 15:34:46 GMT",2023-02-13 15:34:56 167872
1,4,./stimuli/craiyon/p05.png,quality_meta,-1,2023-02-13 15:34:56 167872
1,4,./stimuli/craiyon/p05.png,pi,1,2023-02-13 15:34:56 167872
1,38,./stimuli/dall-e/p12.png,range_image_appeal,1,2023-02-13 15:35:04 581806
1,38,./stimuli/dall-e/p12.png,range_image_quality,3,2023-02-13 15:35:04 581806
1,38,./stimuli/dall-e/p12.png,ww,2560,2023-02-13 15:35:04 581806
1,38,./stimuli/dall-e/p12.png,wh,1297,2023-02-13 15:35:04 581806
1,38,./stimuli/dall-e/p12.png,wz,1.5,2023-02-13 15:35:04 581806
1,38,./stimuli/dall-e/p12.png,start_timestamp,"Mon, 13 Feb 2023 15:34:56 GMT",2023-02-13 15:35:04 581806
1,38,./stimuli/dall-e/p12.png,quality_meta,-1,2023-02-13 15:35:04 581806
1,38,./stimuli/dall-e/p12.png,pi,1,2023-02-13 15:35:04 581806
1,69,./stimuli/glide/p16.png,range_image_appeal,1,2023-02-13 15:35:11 964974
1,69,./stimuli/glide/p16.png,range_image_quality,4,2023-02-13 15:35:11 964974
1,69,./stimuli/glide/p16.png,ww,2560,2023-02-13 15:35:11 964974
1,69,./stimuli/glide/p16.png,wh,1297,2023-02-13 15:35:11 964974
1,69,./stimuli/glide/p16.png,wz,1.5,2023-02-13 15:35:11 964974
1,69,./stimuli/glide/p16.png,start_timestamp,"Mon, 13 Feb 2023 15:35:05 GMT",2023-02-13 15:35:11 964974
1,69,./stimuli/glide/p16.png,quality_meta,-1,2023-02-13 15:35:11 964974
1,69,./stimuli/glide/p16.png,pi,1,2023-02-13 15:35:11 964974
1,75,./stimuli/glide/p22.png,range_image_appeal,1,2023-02-13 15:35:20 684522
1,75,./stimuli/glide/p22.png,range_image_quality,3,2023-02-13 15:35:20 684522
1,75,./stimuli/glide/p22.png,ww,2560,2023-02-13 15:35:20 684522
1,75,./stimuli/glide/p22.png,wh,1297,2023-02-13 15:35:20 684522
1,75,./stimuli/glide/p22.png,wz,1.5,2023-02-13 15:35:20 684522
1,75,./stimuli/glide/p22.png,start_timestamp,"Mon, 13 Feb 2023 15:35:12 GMT",2023-02-13 15:35:20 684522
1,75,./stimuli/glide/p22.png,quality_meta,-1,2023-02-13 15:35:20 684522
1,75,./stimuli/glide/p22.png,pi,1,2023-02-13 15:35:20 684522
1,20,./stimuli/craiyon/p21.png,range_image_appeal,1,2023-02-13 15:35:29 407165
1,20,./stimuli/craiyon/p21.png,range_image_quality,3,2023-02-13 15:35:29 407165
1,20,./stimuli/craiyon/p21.png,ww,2560,2023-02-13 15:35:29 407165
1,20,./stimuli/craiyon/p21.png,wh,1297,2023-02-13 15:35:29 407165
1,20,./stimuli/craiyon/p21.png,wz,1.5,2023-02-13 15:35:29 407165
1,20,./stimuli/craiyon/p21.png,start_timestamp,"Mon, 13 Feb 2023 15:35:20 GMT",2023-02-13 15:35:29 407165
1,20,./stimuli/craiyon/p21.png,quality_meta,-1,2023-02-13 15:35:29 407165
1,20,./stimuli/craiyon/p21.png,pi,1,2023-02-13 15:35:29 407165
1,23,./stimuli/craiyon/p24.png,range_image_appeal,1,2023-02-13 15:35:39 533703
1,23,./stimuli/craiyon/p24.png,range_image_quality,3,2023-02-13 15:35:39 533703
1,23,./stimuli/craiyon/p24.png,ww,2560,2023-02-13 15:35:39 533703
1,23,./stimuli/craiyon/p24.png,wh,1297,2023-02-13 15:35:39 533703
1,23,./stimuli/craiyon/p24.png,wz,1.5,2023-02-13 15:35:39 533703
1,23,./stimuli/craiyon/p24.png,start_timestamp,"Mon, 13 Feb 2023 15:35:29 GMT",2023-02-13 15:35:39 533703
1,23,./stimuli/craiyon/p24.png,quality_meta,-1,2023-02-13 15:35:39 533703
1,23,./stimuli/craiyon/p24.png,pi,1,2023-02-13 15:35:39 533703
1,27,./stimuli/dall-e/p01.png,range_image_appeal,1,2023-02-13 15:35:53 710833
1,27,./stimuli/dall-e/p01.png,range_image_quality,3,2023-02-13 15:35:53 710833
1,27,./stimuli/dall-e/p01.png,ww,2560,2023-02-13 15:35:53 710833
1,27,./stimuli/dall-e/p01.png,wh,1297,2023-02-13 15:35:53 710833
1,27,./stimuli/dall-e/p01.png,wz,1.5,2023-02-13 15:35:53 710833
1,27,./stimuli/dall-e/p01.png,start_timestamp,"Mon, 13 Feb 2023 15:35:39 GMT",2023-02-13 15:35:53 710833
1,27,./stimuli/dall-e/p01.png,quality_meta,-1,2023-02-13 15:35:53 710833
1,27,./stimuli/dall-e/p01.png,pi,1,2023-02-13 15:35:53 710833
1,143,./stimuli/stable_diffusion/p25.png,range_image_appeal,1,2023-02-13 15:36:04 912291
1,143,./stimuli/stable_diffusion/p25.png,range_image_quality,3,2023-02-13 15:36:04 912291
1,143,./stimuli/stable_diffusion/p25.png,ww,2560,2023-02-13 15:36:04 912291
1,143,./stimuli/stable_diffusion/p25.png,wh,1297,2023-02-13 15:36:04 912291
1,143,./stimuli/stable_diffusion/p25.png,wz,1.5,2023-02-13 15:36:04 912291
1,143,./stimuli/stable_diffusion/p25.png,start_timestamp,"Mon, 13 Feb 2023 15:35:53 GMT",2023-02-13 15:36:04 912291
1,143,./stimuli/stable_diffusion/p25.png,quality_meta,-1,2023-02-13 15:36:04 912291
1,143,./stimuli/stable_diffusion/p25.png,pi,1,2023-02-13 15:36:04 912291
1,29,./stimuli/dall-e/p03.png,range_image_appeal,3,2023-02-13 15:36:12 423081
1,29,./stimuli/dall-e/p03.png,range_image_quality,4,2023-02-13 15:36:12 423081
1,29,./stimuli/dall-e/p03.png,ww,2560,2023-02-13 15:36:12 423081
1,29,./stimuli/dall-e/p03.png,wh,1297,2023-02-13 15:36:12 423081
1,29,./stimuli/dall-e/p03.png,wz,1.5,2023-02-13 15:36:12 423081
1,29,./stimuli/dall-e/p03.png,start_timestamp,"Mon, 13 Feb 2023 15:36:05 GMT",2023-02-13 15:36:12 423081
1,29,./stimuli/dall-e/p03.png,quality_meta,-1,2023-02-13 15:36:12 423081
1,29,./stimuli/dall-e/p03.png,pi,1,2023-02-13 15:36:12 423081
1,74,./stimuli/glide/p21.png,range_image_appeal,1,2023-02-13 15:36:19 748800
1,74,./stimuli/glide/p21.png,range_image_quality,2,2023-02-13 15:36:19 748800
1,74,./stimuli/glide/p21.png,ww,2560,2023-02-13 15:36:19 748800
1,74,./stimuli/glide/p21.png,wh,1297,2023-02-13 15:36:19 748800
1,74,./stimuli/glide/p21.png,wz,1.5,2023-02-13 15:36:19 748800
1,74,./stimuli/glide/p21.png,start_timestamp,"Mon, 13 Feb 2023 15:36:12 GMT",2023-02-13 15:36:19 748800
1,74,./stimuli/glide/p21.png,quality_meta,-1,2023-02-13 15:36:19 748800
1,74,./stimuli/glide/p21.png,pi,1,2023-02-13 15:36:19 748800
1,62,./stimuli/glide/p09.png,range_image_appeal,1,2023-02-13 15:37:04 404052
1,62,./stimuli/glide/p09.png,range_image_quality,2,2023-02-13 15:37:04 404052
1,62,./stimuli/glide/p09.png,ww,2560,2023-02-13 15:37:04 404052
1,62,./stimuli/glide/p09.png,wh,1297,2023-02-13 15:37:04 404052
1,62,./stimuli/glide/p09.png,wz,1.5,2023-02-13 15:37:04 404052
1,62,./stimuli/glide/p09.png,start_timestamp,"Mon, 13 Feb 2023 15:36:19 GMT",2023-02-13 15:37:04 404052
1,62,./stimuli/glide/p09.png,quality_meta,-1,2023-02-13 15:37:04 404052
1,62,./stimuli/glide/p09.png,pi,1,2023-02-13 15:37:04 404052
1,89,./stimuli/midjourney/p09.png,range_image_appeal,1,2023-02-13 15:37:12 180051
1,89,./stimuli/midjourney/p09.png,range_image_quality,2,2023-02-13 15:37:12 180051
1,89,./stimuli/midjourney/p09.png,ww,2560,2023-02-13 15:37:12 180051
1,89,./stimuli/midjourney/p09.png,wh,1297,2023-02-13 15:37:12 180051
1,89,./stimuli/midjourney/p09.png,wz,1.5,2023-02-13 15:37:12 180051
1,89,./stimuli/midjourney/p09.png,start_timestamp,"Mon, 13 Feb 2023 15:37:04 GMT",2023-02-13 15:37:12 180051
1,89,./stimuli/midjourney/p09.png,quality_meta,-1,2023-02-13 15:37:12 180051
1,89,./stimuli/midjourney/p09.png,pi,1,2023-02-13 15:37:12 180051
1,127,./stimuli/stable_diffusion/p09.png,range_image_appeal,1,2023-02-13 15:37:19 808698
1,127,./stimuli/stable_diffusion/p09.png,range_image_quality,3,2023-02-13 15:37:19 808698
1,127,./stimuli/stable_diffusion/p09.png,ww,2560,2023-02-13 15:37:19 808698
1,127,./stimuli/stable_diffusion/p09.png,wh,1297,2023-02-13 15:37:19 808698
1,127,./stimuli/stable_diffusion/p09.png,wz,1.5,2023-02-13 15:37:19 808698
1,127,./stimuli/stable_diffusion/p09.png,start_timestamp,"Mon, 13 Feb 2023 15:37:12 GMT",2023-02-13 15:37:19 808698
1,127,./stimuli/stable_diffusion/p09.png,quality_meta,-1,2023-02-13 15:37:19 808698
1,127,./stimuli/stable_diffusion/p09.png,pi,1,2023-02-13 15:37:19 808698
1,56,./stimuli/glide/p03.png,range_image_appeal,1,2023-02-13 15:37:27 156314
1,56,./stimuli/glide/p03.png,range_image_quality,1,2023-02-13 15:37:27 156314
1,56,./stimuli/glide/p03.png,ww,2560,2023-02-13 15:37:27 156314
1,56,./stimuli/glide/p03.png,wh,1297,2023-02-13 15:37:27 156314
1,56,./stimuli/glide/p03.png,wz,1.5,2023-02-13 15:37:27 156314
1,56,./stimuli/glide/p03.png,start_timestamp,"Mon, 13 Feb 2023 15:37:20 GMT",2023-02-13 15:37:27 156314
